label	ComposerLast	ComposerFirst	Composer	Work	Conductor	Performed	TimesPerf	NumConcerts	CumNumConcerts	NumHSOConcerts	CumNumHSOConcerts	Decade	First Date	Date	DayMonth	Year	Soloists	Comments	Venue	ConcertType	Chorus Conductor	Season	Sponsorship	Rating
Bernstein - Chichester Psalms 2022-05-08	Bernstein	Leonard	"Bernstein, Leonard"	Chichester Psalms	"Keele, Roger"	True	1	1	620	0	520	2020	5/8/2022	2022-05-08	8-May	2022	Rose Kearin (S)		St. M<\tthews Mehodist	Classical	"Keele, Roger"	21-22	St. Matthews Methocis	***
Various - Watercolors 2022-05-21	Various		Various	Watercolors	"Ramos, Gonzalo"	True	1	1	621	0	520	2020	5/21/2022	2022-05-21	21-May	2022			First Lutheran	Classical	"Ramos, Gonzalo"	21-22	Cecilia 	***
FaurÇ - Requiem 2022-05-22	FaurÇ	Gabriel    	"FaurÇ, Gabriel"	Requiem	"Jaber, Andrea"	True	1	1	622	0	520	2020	5/22/2022	2022-05-22	22-May	2022		Church Service	St. Anne	Classical	"Jaber, Tom"	21-22	St. Anne	***
FaurÇ - Requiem 2022-10-16	FaurÇ	Gabriel    	"FaurÇ, Gabriel"	Requiem	"Ramos, Gonzalo"	True	1	1	623	0	520	2020	10/16/2022	2022-10-16	16-Oct	2022	"Michael Kessler(bar), Priscilla Salisbury(s)"	5 instrument orchestra with harp	All Saints	Classical	"Ramos, Gonzalo"	22-23	Cecilia	***
Various - Lessons and Carols 2022-12-2	Various		Various	Lessons and Carols	"Ramos, Gonzalo"	True	1	1	624	0	520	2020	11/28/2022	2022-12-2	2-Dec	2022	Riley and Tracy Oliver(flute)		Prince of Peace (Tomball)	Pop	"Ramos, Gonzalo"	22-23	Cecilia	**
Handel - Messiah 2022-12-15	Handel	George Friedrich	"Handel, George Friedrich"	Messiah	"McDougal, BJ"	True	3	3	627	0	520	2020	12/15/2022	2022-12-15	15/16/17-Dec	2022	"Danica Dawn Johnston(s), Anne Marie Stanley(ms), David Kirkwood(t), Timothy Jones(b)"	"19 instrument orchestra, food before and after"	Christ Evangelical Presbyterian	Classical	"McDougal, BJ"	22-23	CEPC	***
"Byrd - Teach Me, O Loard 2023-03-25"	Byrd	Willilam	"Byrd, Willilam"	"Teach Me, O Loard"	"Clarke, Kevin"	True	1	1	628	0	520	2020	3/25/2023	2023-03-25	25-Mar	2023		13 works by William Byrd	Lady Walsingham Cathedral	Classical	"Clarke, Kevin"	22-23	Piping Rock	****
Various - Loves Philosophy 2023-03-26	Various		Various	Loves Philosophy	"Ramos, Gonzalo"	True	1	1	629	0	520	2020	3/26/2023	2023-03-26	26-Mar	2023		Included 5 Hebrew Songs by Whitacre and two movments of Romancero Gitano	All Saints	Classical	"Ramos, Gonzalo"	22-23	Cecilia	****
Various - Rice Chorale 2023-04-17	Various		Various	Rice Chorale	"Jaber, Tom"	True	1	1	630	0	520	2020	4/17/2023	2023-04-17	17-Apri	2023	"Lindsay Feldman(S-Mozart), Carlee Elsner and Ryan Blankenburg(s-Mendessohn), plus student organists (Elena Baquierizo, Bernstein) and soloists."	"Mozart Laudate, Medelssohn Sop Duet, Brahms Wie Lieblich, Franck Psalm, Bernstein Chichester 3, de Lassus Double Chorus, etc"	Rice	Classical	"Jaber, Tom"	22-23	Rice Chorale	*****
Rutter - Rutter Requiem 2023-10-07	Rutter	John	"Rutter, John"	Rutter Requiem	"Ramos, Gonzalo"	True	1	1	631	0	520	2020	10/7/2023	2023-10-07	7-Oct	2023	Emily Havens(s)	"Stopford ""Spirit of the Lord"", Tschenokoff ""Let The Holy Presence"", Ramos ""Inviolata"", six instrument orchestra"	Grace Presbyterian	Classical	"Ramos, Gonzalo"	23-24	Cecilia	****
Various - Advent and Christmas Music 2023-11-20	Various		Various	Advent and Christmas Music	"Jaber, Tom"	True	1	1	632	0	520	2020	11/20/2023	2023-11-20	20-Nov	2023	"Marshall Joos (organ), many students"	Includes Deck the Halls in 7-8 and Britten This Little Babe	Rice	Classical	"Jaber, Tom"	23-24	Rice Chorale	*****
Various - Lessons and Carols 2023-12-01	Various		Various	Lessons and Carols	"Ramos, Gonzalo"	True	1	1	633	0	520	2020	12/1/2023	2023-12-01	1-Dec	2023			Prince of Peace (Tomball)	Pop	"Ramos, Gonzalo"	23-24	Cecilia	**
Various - Christmas Joy 2023-12-10	Various		Various	Christmas Joy	"Ramos, Gonzalo"	True	1	1	634	0	520	2020	12/10/2023	2023-12-10	10-Dec	2023			All Saints	Pop	"Ramos, Gonzalo"	23-24	Cecilia	***
Local - Shalom and Ziggurat 2024-02-05	Local		Local	Shalom and Ziggurat	"Jaber, Tom"	True	1	1	635	0	520	2020	2/5/2024	2024-02-05		2024	"Tenor Sax, Bass Clarinet, Marimba"	"Two recording sessions after concert. Shalom by Rthur Gottschalk, Ziggurat by Ana Paola Alcocer"	Rice	Modern	"Jaber, Tom"	23-24	Rice Chorale	*
Various - SoirÇe 2024-03-08	Various		Various	SoirÇe	"Ramos, Gonzalo"	True	1	1	636	0	520	2020	3/8/2024	2024-03-08	8-Mar	2024	"Morganan Odi, Gonzalo Ramos (Besame Mucho), Emilly Havens, Doug Helm (The Prayer), Emily Havens (Only in Sleep), Mike Maness (Lacrymosa)"	"Gershwin, Rogers, Esenvalds, Goodall, Gjeilo"	La Tartine	Pop	"Ramos, Gonzalo"	23-24	Cecilia	**
"Bach - Cantata 21, 
Ich hatte viel BekÅmmernis 2024-04-17"	Bach	Johann Sebastian	"Bach, Johann Sebastian"	"Cantata 21, 
Ich hatte viel BekÅmmernis"	"Jaber, Tom"	True	1	1	637	0	520	2020	4/17/2024	2024-04-17	17-Apri	2024	"Caitlin Aloia(s), Jillian Krempasky(ms), Adam Catangui (t), William Dopp (b-b)"	11 instrument orchestra	Rice	Classical	"Jaber, Tom"	23-24	Rice Chorale	*****
Key - Star Spangled Banner 2024-04-21	Key	Francis Scott	"Key, Francis Scott"	Star Spangled Banner	"Ramos, Gonzalo"	True	1	1	638	0	520	2020	4/21/2024	2024-04-21	21-Apr	2024		Space Cowboys Baseball Game	Constellation Field	Patrotic	"Ramos, Gonzalo"	23-24	Cecilia	***
Gjeilo - Sunrise Mass 2024-05-05	Gjeilo	Ola	"Gjeilo, Ola"	Sunrise Mass	"Ramos, Gonzalo"	True	1	1	639	0	520	2020	5/5/2024	2024-05-05	5-May	2024		"Also Gjeilo (Ubi Caritas), Rachmaninoff  (Bogoroditse Devo), Lange (Esto les Digo) "	All Saints	Classical	"Ramos, Gonzalo"	23-24	Cecilia	**
Schubert - Mass in G 2024-09-11	Schubert	Franz	"Schubert, Franz"	Mass in G	"Jaber, Tom"	True	1	1	640	0	520	2020	9/11/2024	2024-09-11	11-Sept	2024	"Catherine Creed (s), Adam Catngui (t), Collin Jumes (bar), Marshall Joos (organ)"		Rice	Classical	"Jaber, Tom"	24-25	Rice Chorale	****
Various - Opera Choruses 2024-09-29	Various		Various	Opera Choruses	"Ramos, Gonzalo"	True	1	1	641	0	520	2020	9/29/2024	2024-09-29	29-Sept	2024			Trinity Klein Lutheran	Classical	"Ramos, Gonzalo"	24-25	Cecilia	**
Various - Opera Choruses 2024-10-06	Various		Various	Opera Choruses	"Ramos, Gonzalo"	False	0	0	641	0	520	2020	10/6/2024	2024-10-06	6-oct	2024			All Saints	Classical	"Ramos, Gonzalo"	24-25	Cecilia	**
